loc_rowid,kepid,koi_sage
3740,9530945,0.2800
3741,9578686,3.7000
3742,9590976,
3743,9590976,
3744,4752451,4.9000
3745,9590976,
3746,9597345,6.3000
3747,9597345,6.3000
3748,9597345,6.3000
3749,9640976,0.5000
3750,9640985,0.4400
3751,9702072,7.1000
3752,9834719,0.5000
3753,9846348,0.3000
3754,9873254,2.8000
3755,9450647,1.0500
3756,9873254,2.8000
3757,9884104,4.0000
3758,9884104,4.0000
3759,9884104,4.0000
3760,9950612,6.0000
3761,9950612,6.0000
3762,9950612,6.0000
3763,9950612,6.0000
3764,9963524,8.7000
3765,9963524,8.7000
3766,6678383,12.9000
3767,9963524,8.7000
3768,9963524,8.7000
3769,9964801,6.2000
3770,9965439,0.2500
3771,10002866,0.7000
3772,10002866,0.7000
3773,10002866,0.7000
3774,10005020,0.5000
3775,10068383,0.9000
3776,10157573,0.2500
3777,6678383,12.9000
3778,10191070,13.9000
3779,5780885,4.4300
3780,12068975,11.7000
3781,12068975,11.7000
3782,12068975,11.7000
3783,12068975,11.7000
3784,3541946,0.4000
3785,3541946,0.4000
3786,3541946,0.4000
3787,4449034,2.2100
3788,4478168,1.9000
3789,4478168,1.9000
3790,10221013,0.3000
3791,10225800,0.3000
3792,10227020,7.2000
3793,10227020,7.2000
3794,10227020,7.2000
3795,10227020,7.2000
3796,10259031,0.6000
3797,10265898,2.5000
3798,10265898,2.5000
3799,10264660,2.2700
3800,4563268,1.2800
3801,4563268,1.2800
3802,4644604,6.5000
3803,4656049,3.1000
3804,4659405,13.9000
3805,4742414,5.5000
3806,4827723,6.0000
3807,4841374,5.7000
3808,4861736,0.3000
3809,5020319,0.8900
3810,8505215,8.9000
3811,5090690,
3812,5098444,13.8000
3813,5113822,6.7000
3814,5113822,6.7000
3815,5120087,0.2400
3816,5121511,10.3000
3817,5131180,1.7000
3818,5181817,0.3000
3819,5309353,
3820,5356593,4.4000
3821,4055765,1.4700
3822,5374854,3.5200
3823,5374854,3.5200
3824,5384802,1.9000
3825,5531694,0.8900
3826,5596440,2.6800
3827,5613330,3.3900
3828,5786676,13.9000
3829,5796186,1.6000
3830,5796675,0.9000
3831,5893123,1.8800
3832,8456679,2.5000
3833,5941160,6.3000
3834,5941160,6.3000
3835,5966154,2.9000
3836,5966154,2.9000
3837,5966660,0.2200
3838,6020753,13.4000
3839,6020753,13.4000
3840,6062088,0.5000
3841,6062088,0.5000
3842,6062088,0.5000
3843,8456679,2.5000
3844,6125481,1.9500
3845,6267535,14.0000
3846,6347299,3.3000
3847,6347299,3.3000
3848,6365156,2.5000
3849,6425957,13.9000
3850,6425957,13.9000
3851,6442340,7.0000
3852,6442340,7.0000
3853,6442340,7.0000
3854,2444412,9.1000
3855,6685609,4.1000
3856,6685609,4.1000
3857,6685609,4.1000
3858,6707835,2.2000
3859,6752502,
3860,6805146,2.9400
3861,6960445,7.1000
3862,7033671,9.6000
3863,7040629,
3864,7040629,
3865,11553706,0.3000
